cluster_id,representative_key,member_count,members_json,dedup_method,threshold,min_similarity,max_similarity,member_similarities_json,representative_reason
dedup-0174,bangdream_027_event_272_story_01,2,"[""bangdream_027_event_272_story_01"", ""bangdream_027_live_event_272_ur""]",embedding_cosine,0.992,0.996979,1.0,"{""bangdream_027_event_272_story_01"": 1.0, ""bangdream_027_live_event_272_ur"": 0.996979}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0175,bangdream_027_school_summer,2,"[""bangdream_027_school_summer"", ""bangdream_027_school_summer-2023""]",embedding_cosine,0.992,0.994902,1.0,"{""bangdream_027_school_summer"": 1.0, ""bangdream_027_school_summer-2023"": 0.994902}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0176,bangdream_027_school_winter,2,"[""bangdream_027_school_winter"", ""bangdream_027_school_winter-2023""]",embedding_cosine,0.992,0.994478,1.0,"{""bangdream_027_school_winter"": 1.0, ""bangdream_027_school_winter-2023"": 0.994478}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0177,bangdream_028_arbeit_2023,2,"[""bangdream_028_arbeit_2023"", ""bangdream_028_event_157_story_01""]",embedding_cosine,0.992,0.99365,1.0,"{""bangdream_028_arbeit_2023"": 1.0, ""bangdream_028_event_157_story_01"": 0.99365}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0178,bangdream_028_casual,2,"[""bangdream_028_casual"", ""bangdream_028_casual_v3""]",embedding_cosine,0.992,0.998556,1.0,"{""bangdream_028_casual"": 1.0, ""bangdream_028_casual_v3"": 0.998556}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0179,bangdream_028_event_194_story_01,2,"[""bangdream_028_event_194_story_01"", ""bangdream_028_swim_swit""]",embedding_cosine,0.992,0.992055,1.0,"{""bangdream_028_event_194_story_01"": 1.0, ""bangdream_028_swim_swit"": 0.992055}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0180,bangdream_028_event_203_story_01,2,"[""bangdream_028_event_203_story_01"", ""bangdream_028_live_event_203_sr""]",embedding_cosine,0.992,0.998571,1.0,"{""bangdream_028_event_203_story_01"": 1.0, ""bangdream_028_live_event_203_sr"": 0.998571}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0181,bangdream_028_event_272_story_01,2,"[""bangdream_028_event_272_story_01"", ""bangdream_028_live_event_272_ssr""]",embedding_cosine,0.992,0.99865,1.0,"{""bangdream_028_event_272_story_01"": 1.0, ""bangdream_028_live_event_272_ssr"": 0.99865}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0182,bangdream_028_school_summer,2,"[""bangdream_028_school_summer"", ""bangdream_028_school_summer-2023""]",embedding_cosine,0.992,0.994551,1.0,"{""bangdream_028_school_summer"": 1.0, ""bangdream_028_school_summer-2023"": 0.994551}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0183,bangdream_028_school_winter,2,"[""bangdream_028_school_winter"", ""bangdream_028_school_winter-2023""]",embedding_cosine,0.992,0.995476,1.0,"{""bangdream_028_school_winter"": 1.0, ""bangdream_028_school_winter-2023"": 0.995476}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0184,bangdream_029_arbeit,2,"[""bangdream_029_arbeit"", ""bangdream_029_arbeit-2023""]",embedding_cosine,0.992,0.995122,1.0,"{""bangdream_029_arbeit"": 1.0, ""bangdream_029_arbeit-2023"": 0.995122}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0185,bangdream_029_event_203_story_01,2,"[""bangdream_029_event_203_story_01"", ""bangdream_029_live_event_203_ssr""]",embedding_cosine,0.992,0.999968,1.0,"{""bangdream_029_event_203_story_01"": 1.0, ""bangdream_029_live_event_203_ssr"": 0.999968}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0186,bangdream_029_live_event_272_ur,2,"[""bangdream_029_event_272_story_01"", ""bangdream_029_live_event_272_ur""]",embedding_cosine,0.992,0.996889,1.0,"{""bangdream_029_event_272_story_01"": 0.996889, ""bangdream_029_live_event_272_ur"": 1.0}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0187,bangdream_029_school_summer,2,"[""bangdream_029_school_summer"", ""bangdream_029_school_summer-2023""]",embedding_cosine,0.992,0.994357,1.0,"{""bangdream_029_school_summer"": 1.0, ""bangdream_029_school_summer-2023"": 0.994357}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0188,bangdream_029_school_winter,2,"[""bangdream_029_school_winter"", ""bangdream_029_school_winter-2023""]",embedding_cosine,0.992,0.995584,1.0,"{""bangdream_029_school_winter"": 1.0, ""bangdream_029_school_winter-2023"": 0.995584}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0189,bangdream_030_event_194_story_01,2,"[""bangdream_030_event_194_story_01"", ""bangdream_030_swim_swit""]",embedding_cosine,0.992,0.992348,1.0,"{""bangdream_030_event_194_story_01"": 1.0, ""bangdream_030_swim_swit"": 0.992348}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0190,bangdream_030_event_203_story_01,2,"[""bangdream_030_event_203_story_01"", ""bangdream_030_live_event_203_sr""]",embedding_cosine,0.992,0.999846,1.0,"{""bangdream_030_event_203_story_01"": 1.0, ""bangdream_030_live_event_203_sr"": 0.999846}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0191,bangdream_030_event_227_story_01,2,"[""bangdream_030_event_227_story_01"", ""bangdream_030_live_event_227_ssr""]",embedding_cosine,0.992,0.999283,1.0,"{""bangdream_030_event_227_story_01"": 1.0, ""bangdream_030_live_event_227_ssr"": 0.999283}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0192,bangdream_030_event_272_story_01,2,"[""bangdream_030_event_272_story_01"", ""bangdream_030_live_event_272_sr""]",embedding_cosine,0.992,0.997862,1.0,"{""bangdream_030_event_272_story_01"": 1.0, ""bangdream_030_live_event_272_sr"": 0.997862}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0193,bangdream_030_school_summer,2,"[""bangdream_030_school_summer"", ""bangdream_030_school_summer-2023""]",embedding_cosine,0.992,0.994481,1.0,"{""bangdream_030_school_summer"": 1.0, ""bangdream_030_school_summer-2023"": 0.994481}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0194,bangdream_030_school_winter,2,"[""bangdream_030_school_winter"", ""bangdream_030_school_winter-2023""]",embedding_cosine,0.992,0.994206,1.0,"{""bangdream_030_school_winter"": 1.0, ""bangdream_030_school_winter-2023"": 0.994206}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0195,bangdream_031_event_308_story_01,2,"[""bangdream_031_event_308_story_01"", ""bangdream_031_live_event_308_r""]",embedding_cosine,0.992,0.99769,1.0,"{""bangdream_031_event_308_story_01"": 1.0, ""bangdream_031_live_event_308_r"": 0.99769}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0196,bangdream_032_event_128_story_01,2,"[""bangdream_032_event_128_story_01"", ""bangdream_032_live_event_128_ssr""]",embedding_cosine,0.992,0.997583,1.0,"{""bangdream_032_event_128_story_01"": 1.0, ""bangdream_032_live_event_128_ssr"": 0.997583}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0197,bangdream_032_event_187_story_01,2,"[""bangdream_032_event_187_story_01"", ""bangdream_032_live_default""]",embedding_cosine,0.992,0.999714,1.0,"{""bangdream_032_event_187_story_01"": 1.0, ""bangdream_032_live_default"": 0.999714}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0198,bangdream_032_event_216_story_01,2,"[""bangdream_032_event_216_story_01"", ""bangdream_032_school_winter""]",embedding_cosine,0.992,0.9982,1.0,"{""bangdream_032_event_216_story_01"": 1.0, ""bangdream_032_school_winter"": 0.9982}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0199,bangdream_032_live_event_308_ur,2,"[""bangdream_032_event_308_story_01"", ""bangdream_032_live_event_308_ur""]",embedding_cosine,0.992,0.999838,1.0,"{""bangdream_032_event_308_story_01"": 0.999838, ""bangdream_032_live_event_308_ur"": 1.0}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0200,bangdream_033_event_236_story_01,2,"[""bangdream_033_event_236_story_01"", ""bangdream_033_live_event_236_ssr""]",embedding_cosine,0.992,0.999851,1.0,"{""bangdream_033_event_236_story_01"": 1.0, ""bangdream_033_live_event_236_ssr"": 0.999851}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0201,bangdream_033_event_308_story_01,2,"[""bangdream_033_event_308_story_01"", ""bangdream_033_live_event_308_sr""]",embedding_cosine,0.992,0.999503,1.0,"{""bangdream_033_event_308_story_01"": 1.0, ""bangdream_033_live_event_308_sr"": 0.999503}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0202,bangdream_033_school_winter,2,"[""bangdream_033_school_winter"", ""bangdream_033_school_winter-2023""]",embedding_cosine,0.992,0.995863,1.0,"{""bangdream_033_school_winter"": 1.0, ""bangdream_033_school_winter-2023"": 0.995863}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0203,bangdream_034_live_event_308_ur,2,"[""bangdream_034_event_308_story_01"", ""bangdream_034_live_event_308_ur""]",embedding_cosine,0.992,0.998059,1.0,"{""bangdream_034_event_308_story_01"": 0.998059, ""bangdream_034_live_event_308_ur"": 1.0}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0204,bangdream_034_school_winter,2,"[""bangdream_034_school_winter"", ""bangdream_034_school_winter-2023""]",embedding_cosine,0.992,0.996648,1.0,"{""bangdream_034_school_winter"": 1.0, ""bangdream_034_school_winter-2023"": 0.996648}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0205,bangdream_035_event_308_story_01,2,"[""bangdream_035_event_308_story_01"", ""bangdream_035_live_event_308_ssr""]",embedding_cosine,0.992,0.999039,1.0,"{""bangdream_035_event_308_story_01"": 1.0, ""bangdream_035_live_event_308_ssr"": 0.999039}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0206,bangdream_035_school_winter,2,"[""bangdream_035_school_winter"", ""bangdream_035_school_winter-2023""]",embedding_cosine,0.992,0.995952,1.0,"{""bangdream_035_school_winter"": 1.0, ""bangdream_035_school_winter-2023"": 0.995952}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0207,bangdream_038_birthday_2024_ssr,2,"[""bangdream_038_birthday_2024_ssr"", ""bangdream_038_live_event_287_ssr""]",embedding_cosine,0.992,0.997622,1.0,"{""bangdream_038_birthday_2024_ssr"": 1.0, ""bangdream_038_live_event_287_ssr"": 0.997622}","prefer usable pool candidate, then current_pool, then lexical key"
